id,movie_title,duration,genres,title_year,imdb_score
3995,Frenzy ,116,Thriller,1972,7.5
3996,The Witch ,92,Horror,2015,6.8
3997,I Got the Hook Up ,93,Comedy,1998,3.9
3998,She's the One ,96,Comedy,1996,6.1
3999,Gods and Monsters ,105,Biography,1998,7.5
4000,The Secret in Their Eyes ,129,Drama,2009,8.2
4001,Day of the Dead ,87,Horror,1985,7.2
4002,Train ,94,Horror,2008,4.8
4003,Evil Dead II ,37,Comedy,1987,7.8
4004,Pootie Tang ,81,Action,2001,5.2
4005,Sharknado ,97,Horror,2013,3.3
4006,La otra conquista ,106,Drama,1998,6.8
4007,Trollhunter ,103,Comedy,2010,7
4008,Ira & Abby ,101,Comedy,2006,6.5
4009,The Watch ,102,Action,2012,5.7
4010,Winter Passing ,98,Comedy,2005,6.4
4011,D.E.B.S. ,91,Action,2004,5.3
4012,The Masked Saint ,105,Action,2016,4.7
4013,The Betrayed ,98,Crime,2008,6.1
4014,Taxman ,104,Action,1998,5.5
4015,The Secret             ,45,Drama,,7.3
4016,2:13 ,96,Horror,2009,4.8
4017,"Batman: The Dark Knight Returns, Part 2 ",148,Action,2013,8.4
4018,Time to Choose ,100,Documentary,2015,7
4019,In the Name of the King: The Last Job ,86,Action,2014,3.3
4020,Wicked Blood ,92,Action,2014,5.4
4021,Dawn Patrol ,88,Drama,2014,4.8
4022,Lords of London ,90,Crime,2014,3.1
4023,High Anxiety ,94,Comedy,1977,6.7
4024,March of the Penguins ,80,Documentary,2005,7.6
4025,Margin Call ,107,Biography,2011,7.1
4026,August ,99,Drama,2011,6.1
4027,Choke ,92,Comedy,2008,6.5
4028,Whiplash ,107,Drama,2014,8.5
4029,City of God ,135,Crime,2002,8.7
4030,Human Traffic ,99,Comedy,1999,7.1
4031,Day One ,102,Biography,2012,6.6
4032,The Dead Girl ,93,Crime,2006,6.7
4033,The Hunt ,115,Drama,2012,8.3
4034,A Christmas Story ,94,Comedy,1983,8.1
4035,Bella ,91,Drama,2006,7.4
4036,Class of 1984 ,98,Action,1982,6.6
4037,The Opposite Sex ,97,Comedy,2014,4.5
4038,Dreaming of Joseph Lees ,92,Drama,1999,6.4
4039,The Class ,128,Drama,2008,7.5
4040,Rosemary's Baby ,136,Drama,1968,8
4041,The Man Who Shot Liberty Valance ,113,Drama,1962,8.1
4042,Adam ,99,Drama,2009,7.2
4043,Maria Full of Grace ,101,Crime,2004,7.5
4044,Beginners ,105,Comedy,2010,7.2
4045,Feast ,95,Action,2005,6.4
4046,Animal House ,109,Comedy,1978,7.6
4047,Goldfinger ,110,Action,1964,7.8
4048,Antiviral ,108,Horror,2012,5.7
4049,It's a Wonderful Life ,118,Drama,1946,8.6
4050,Trainspotting ,94,Drama,1996,8.2
4051,The Original Kings of Comedy ,115,Comedy,2000,6.6
4052,Paranormal Activity 2 ,98,Horror,2010,5.7
4053,Waking Ned Devine ,91,Comedy,1998,7.4
4054,Bowling for Columbine ,120,Crime,2002,8
4055,Coming Home ,109,Drama,2014,7.3
4056,A Nightmare on Elm Street 2: Freddy's Revenge ,87,Fantasy,1985,5.4
4057,A Room with a View ,117,Drama,1985,7.4
4058,The Purge ,85,Horror,2013,5.7
4059,Sinister ,110,Horror,2012,6.8
4060,Martin Lawrence Live: Runteldat ,113,Biography,2002,5.4
4061,Cat on a Hot Tin Roof ,108,Drama,1958,8.1
4062,Beneath the Planet of the Apes ,95,Action,1970,6.1
4063,Air Bud ,98,Comedy,1997,5.1
4064,Pokémon 3: The Movie ,93,Action,2000,5.6
4065,Jason Lives: Friday the 13th Part VI ,86,Horror,1986,5.9
4066,The Bridge on the River Kwai ,161,Adventure,1957,8.2
4067,Spaced Invaders ,100,Adventure,1990,5.3
4068,Family Plot ,120,Comedy,1976,6.8
4069,The Apartment ,125,Comedy,1960,8.3
4070,Jason Goes to Hell: The Final Friday ,91,Fantasy,1993,4.3
4071,Torn Curtain ,128,Thriller,1966,6.7
4072,Dave Chappelle's Block Party ,100,Comedy,2005,7.2
4073,Slow West ,84,Western,2015,6.9
4074,Krush Groove ,97,Comedy,1985,6.6
4075,Next Day Air ,84,Action,2009,5.9
4076,Elmer Gantry ,146,Drama,1960,7.9
4077,Judgment at Nuremberg ,186,Drama,1961,8.3
4078,Trippin' ,94,Comedy,1999,5.2
4079,Robot Chicken             ,11,Animation,,7.8
4080,Red River ,126,Action,1948,7.8
4081,Phat Girlz ,99,Comedy,2006,3
4082,Before Midnight ,109,Drama,2013,7.9
4083,Teen Wolf Too ,95,Comedy,1987,3.2
4084,Phantasm II ,97,Action,1988,6.5
4085,Woman Thou Art Loosed ,94,Drama,2004,6.9
4086,Real Women Have Curves ,90,Comedy,2002,7
4087,Deadline Gallipoli             ,197,Drama,,7.4
4088,Water ,117,Drama,2005,7.8
4089,East Is East ,96,Comedy,1999,6.9
4090,Whipped ,82,Comedy,2000,4.4
4091,Kama Sutra: A Tale of Love ,109,Crime,1996,6
4092,Please Give ,90,Comedy,2010,6.6
4093,Willy Wonka & the Chocolate Factory ,89,Family,1971,7.8
4094,Warlock: The Armageddon ,98,Fantasy,1993,5.3
4095,8 Heads in a Duffel Bag ,95,Comedy,1997,5.3
4096,Days of Heaven ,94,Drama,1978,8
4097,Thirteen Conversations About One Thing ,104,Drama,2001,7.1
4098,Jawbreaker ,87,Comedy,1999,5.4
4099,Basquiat ,108,Biography,1996,6.9
4100,Frances Ha ,86,Comedy,2012,7.4
4101,Tsotsi ,94,Crime,2005,7.3
4102,Happiness ,134,Comedy,1998,7.8
4103,DysFunktional Family ,89,Comedy,2003,6.6
4104,Tusk ,102,Comedy,2014,5.4
4105,Oldboy ,120,Drama,2003,8.4
4106,Letters to God ,110,Drama,2010,6.3
4107,Hobo with a Shotgun ,86,Action,2011,6.1
4108,Compadres ,101,Action,2016,5
4109,Freeway ,102,Comedy,1996,6.9
4110,Love's Abiding Joy ,87,Drama,2006,7.2
4111,Fish Tank ,123,Drama,2009,7.3
4112,Damsels in Distress ,99,Comedy,2011,5.7
4113,Creature             ,173,Horror,,5
4114,Bachelorette ,87,Comedy,2012,5.3
4115,BrainDead             ,44,Comedy,,7.9
4116,Brave New Girl ,120,Drama,2004,5
4117,Tim and Eric's Billion Dollar Movie ,93,Comedy,2012,5.3
4118,The Gambler ,111,Crime,2014,6
4119,The Grand             ,60,Drama,,7.6
4120,Summer Storm ,98,Comedy,2004,7.4
4121,Fort McCoy ,100,Drama,2011,5.9
4122,Chain Letter ,88,Horror,2009,4.1
4123,Just Looking ,97,Comedy,1999,6.7
4124,The Divide ,122,Drama,2011,5.8
4125,The Eclipse ,86,Drama,2009,6.2
4126,Demonic ,83,Horror,2015,5.3
4127,My Big Fat Independent Movie ,80,Comedy,2005,3.3
4128,Alice in Wonderland ,108,Adventure,2010,6.5
4129,The Deported ,90,Comedy,2009,6.2
4130,Tanner Hall ,96,Drama,2009,5.9
4131,Open Road ,85,Action,2013,5.5
4132,They Came Together ,83,Comedy,2014,5.5
4133,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,80,Comedy,2013,2.6
4134,Never Back Down 2: The Beatdown ,90,Action,2011,5.8
4135,Point Blank ,92,Crime,1967,7.4
4136,Four Single Fathers ,100,Comedy,2009,5.1
4137,Enter the Dangerous Mind ,88,Thriller,2013,5.2
4138,Something Wicked ,95,Drama,2014,4.8
4139,AWOL-72 ,82,Thriller,2015,3.9
4140,Iguana ,97,Adventure,1988,6.2
4141,Cinderella ,105,Drama,2015,7
4142,Chicago Overcoat ,94,Action,2009,6.2
4143,Barry Munday ,95,Comedy,2010,5.9
4144,Central Station ,113,Drama,1998,8
4145,Pocketful of Miracles ,136,Comedy,1961,7.3
4146,Close Range ,80,Action,2015,4.9
4147,Boynton Beach Club ,105,Comedy,2005,6.5
4148,Amnesiac ,90,Drama,2014,4.3
4149,Freakonomics ,93,Documentary,2010,6.4
4150,The Omen ,107,Fantasy,1976,7.6
4151,High Tension ,89,Horror,2003,6.8
4152,Griff the Invisible ,90,Comedy,2010,6.1
4153,Unnatural ,89,Action,2015,4
4154,Hustle & Flow ,116,Crime,2005,7.4
4155,Some Like It Hot ,120,Comedy,1959,8.3
4156,Friday the 13th Part VII: The New Blood ,88,Horror,1988,5.3
4157,The Wizard of Oz ,102,Adventure,1939,8.1
4158,Young Frankenstein ,106,Comedy,1974,8
4159,Diary of the Dead ,95,Horror,2007,5.7
4160,Lage Raho Munna Bhai ,144,Comedy,2006,8.2
4161,Ulee's Gold ,113,Drama,1997,7.1
4162,The Black Stallion ,118,Adventure,1979,7.4
4163,Sardaar Ji ,141,Romance,2015,6.6
4164,Journey to Saturn ,90,Action,2008,5.7
4165,Donovan's Reef ,109,Adventure,1963,6.9
4166,The Dress ,95,Comedy,1996,7
4167,A Guy Named Joe ,122,Drama,1943,7
4168,Blazing Saddles ,93,Comedy,1974,7.8
4169,Friday the 13th: The Final Chapter ,97,Horror,1984,5.9
4170,Ida ,82,Drama,2013,7.4
4171,Maurice ,140,Drama,1987,7.8
4172,Beer League ,86,Comedy,2006,6
4173,The Astronaut's Wife ,109,Drama,1999,5.3
4174,Riding Giants ,105,Documentary,2004,7.9
4175,Timecrimes ,66,Horror,2007,7.2
4176,Silver Medallist ,99,Action,2009,7.4
4177,Timber Falls ,100,Horror,2007,5.3
4178,Singin' in the Rain ,103,Comedy,1952,8.3
4179,"Fat, Sick & Nearly Dead ",97,Documentary,2010,7.6
4180,A Haunted House ,86,Comedy,2013,5.1
4181,2016: Obama's America ,87,Documentary,2012,5.1
4182,Halloween II ,119,Horror,2009,4.9
4183,That Thing You Do! ,149,Comedy,1996,6.9
4184,Halloween III: Season of the Witch ,98,Horror,1982,4.6
4185,Escape from the Planet of the Apes ,98,Action,1971,6.3
4186,Hud ,112,Drama,1963,7.9
4187,Kevin Hart: Let Me Explain ,75,Comedy,2013,6.7
4188,My Own Private Idaho ,104,Drama,1991,7.1
4189,Garden State ,102,Comedy,2004,7.6
4190,Before Sunrise ,105,Drama,1995,8.1
4191,Sur le seuil ,99,Action,2003,6.6
4192,Jesus' Son ,107,Drama,1999,7
4193,Saving Face ,96,Comedy,2004,7.6
4194,Brick Lane ,101,Drama,2007,6.7
4195,Robot & Frank ,89,Comedy,2012,7.1
4196,My Life Without Me ,106,Drama,2003,7.6
4197,The Spectacular Now ,95,Comedy,2013,7.1
4198,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,34,Comedy,1990,7.1
4199,Religulous ,101,Comedy,2008,7.7
4200,Fuel ,112,Documentary,2008,7.6
4201,Valley of the Heart's Delight ,100,Drama,2006,6.6
4202,Dodgeball: A True Underdog Story ,92,Comedy,2004,6.7
4203,Eye of the Dolphin ,100,Comedy,2006,5.7
4204,8: The Mormon Proposition ,80,Documentary,2010,7.1
4205,The Other End of the Line ,106,Comedy,2008,6.2
4206,Anatomy ,103,Horror,2000,6.1
4207,Sleep Dealer ,90,Drama,2008,5.9
4208,Super ,96,Comedy,2010,6.8
4209,Christmas Mail ,89,Comedy,2010,5.8
4210,Stung ,87,Comedy,2015,5
4211,Antibirth ,94,Horror,2016,6.3
4212,Get on the Bus ,120,Drama,1996,6.8
4213,Thr3e ,101,Drama,2006,5.1
4214,Idiocracy ,84,Adventure,2006,6.6
4215,The Rise of the Krays ,110,Crime,2015,5
4216,This Is England ,101,Crime,2006,7.7
4217,Alien Uprising ,101,Comedy,2012,3.1
4218,Bathing Beauty ,101,Comedy,1944,6.5
4219,Go for It! ,105,Drama,2011,3.9
4220,"Dancer, Texas Pop. 81 ",97,Comedy,1998,6.8
4221,Show Boat ,108,Drama,1951,7
4222,Redemption Road ,95,Drama,2010,5.9
4223,The Calling ,108,Thriller,2014,5.8
4224,The Brave Little Toaster ,90,Adventure,1987,7.3
4225,Fantasia ,120,Animation,1940,7.8
4226,The French Connection ,104,Action,1971,7.8
4227,8 Days ,90,Drama,2014,6.9
4228,Friday the 13th Part III ,91,Horror,1982,5.7
4229,Friday the 13th: A New Beginning ,92,Horror,1985,4.7
4230,The Last Sin Eater ,117,Drama,2007,5.9
4231,Do You Believe? ,120,Drama,2015,5.9
4232,Impact Point ,90,Thriller,2008,4.3
4233,The Valley of Decision ,119,Drama,1945,7.5
4234,Eden ,90,Drama,2015,4.8
4235,Chicken Tikka Masala ,90,Comedy,2005,5.8
4236,Always Woodstock ,97,Comedy,2014,5.3
4237,Jack Brooks: Monster Slayer ,90,Action,2007,6
4238,The Best Years of Our Lives ,172,Drama,1946,8.1
4239,Bully ,115,Biography,2001,7
4240,Elling ,89,Comedy,2001,7.6
4241,Mi America ,125,Crime,2015,7.2
4242,[Rec] ,78,Horror,2007,7.5
4243,Lies in Plain Sight ,89,Drama,2010,6.3
4244,Sharkskin ,100,Comedy,2015,6.7
4245,Containment ,77,Horror,2015,4.8
4246,The Timber ,81,Adventure,2015,5.5
4247,From Russia with Love ,115,Action,1963,7.5
4248,The Toxic Avenger Part II ,96,Action,1989,5.1
4249,In the Heat of the Night             ,60,Crime,,7.4
4250,Sleeper ,89,Comedy,1973,7.3
4251,It Follows ,100,Horror,2014,6.9
4252,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,88,Comedy,1972,6.8
4253,To Kill a Mockingbird ,129,Crime,1962,8.4
4254,Mad Max 2: The Road Warrior ,87,Action,1981,7.6
4255,The Legend of Drunken Master ,102,Action,1994,7.6
4256,Lolita ,152,Crime,1962,7.7
4257,Boys Don't Cry ,118,Biography,1999,7.6
4258,Silent House ,86,Drama,2011,5.3
4259,The Lives of Others ,137,Drama,2006,8.5
4260,Courageous ,129,Drama,2011,7
4261,The Hustler ,134,Drama,1961,8
4262,Boom Town ,119,Adventure,1940,7.1
4263,The Triplets of Belleville ,80,Animation,2003,7.8
4264,Smoke Signals ,89,Comedy,1998,7.2
4265,American Splendor ,101,Biography,2003,7.5
4266,Before Sunset ,80,Drama,2004,8
4267,Amores Perros ,115,Drama,2000,8.1
4268,Thirteen ,100,Drama,2003,6.8
4269,Gentleman's Agreement ,118,Drama,1947,7.4
4270,Winter's Bone ,100,Drama,2010,7.2
4271,Touching the Void ,106,Adventure,2003,8.1
4272,Alexander's Ragtime Band ,106,Drama,1938,7
4273,Me and You and Everyone We Know ,91,Comedy,2005,7.4
4274,Inside Job ,105,Crime,2010,8.3
4275,We Are Your Friends ,96,Drama,2015,6.1
4276,Ghost Dog: The Way of the Samurai ,116,Action,1999,7.5
4277,Harsh Times ,116,Action,2005,7
4278,Captive ,97,Crime,2015,5.3
4279,Full Frontal ,101,Comedy,2002,4.7
4280,Witchboard ,98,Horror,1986,5.7
4281,Strangers with Candy             ,22,Comedy,,8.1
4282,Hamlet ,150,Drama,1996,7.8
4283,Shortbus ,101,Comedy,2006,6.5
4284,Waltz with Bashir ,90,Animation,2008,8
4285,"The Book of Mormon Movie, Volume 1: The Journey ",120,Adventure,2003,3.3
4286,No End in Sight ,102,Documentary,2007,8.3
4287,The Diary of a Teenage Girl ,102,Drama,2015,6.9
4288,Get Real             ,60,Comedy,,7.3
4289,In the Shadow of the Moon ,100,Documentary,2007,8.1
4290,Meek's Cutoff ,104,Drama,2010,6.5
4291,Inside Deep Throat ,89,Biography,2005,6.8
4292,Dinner Rush ,99,Crime,2000,7.3
4293,Clockwatchers ,96,Comedy,1997,6.4
4294,The Virginity Hit ,86,Comedy,2010,4.6
4295,Subway ,98,Comedy,1985,6.5
4296,House of D ,96,Comedy,2004,7
4297,Teeth ,94,Comedy,2007,5.4
4298,Six-String Samurai ,91,Action,1998,6.7
4299,Hum To Mohabbat Karega ,,Action,2000,2.8
4300,It's All Gone Pete Tong ,90,Biography,2004,7.4
4301,Saint John of Las Vegas ,85,Comedy,2009,5.8
4302,24 7: Twenty Four Seven ,96,Comedy,1997,7.1
4303,Stonewall ,129,Drama,2015,4.5
4304,Eureka             ,60,Comedy,,7.9
4305,Roadside Romeo ,93,Animation,2008,5.3
4306,This Thing of Ours ,100,Crime,2003,5.4
4307,The Lost Medallion: The Adventures of Billy Stone ,97,Adventure,2013,4.8
4308,The Last Five Years ,94,Comedy,2014,5.9
4309,The Missing Person ,95,Drama,2009,6.2
4310,Return of the Living Dead III ,97,Horror,1993,5.9
4311,London ,92,Drama,2005,6.6
4312,Sherrybaby ,96,Drama,2006,6.6
4313,Stealing Harvard ,85,Comedy,2002,5.1
4314,Circle ,87,Drama,2015,6
4315,Eden Lake ,91,Horror,2008,6.8
4316,Plush ,99,Thriller,2013,5.4
4317,Vampire Killers ,88,Action,2009,5.2
4318,Gangster's Paradise: Jerusalema ,119,Action,2008,7.8
4319,Freeze Frame ,99,Crime,2004,6.4
4320,Grave Encounters ,92,Horror,2011,6.1
4321,Stitches ,86,Comedy,2012,5.7
4322,Nine Dead ,83,Crime,2010,5.5
4323,"To Be Frank, Sinatra at 100 ",81,Documentary,2015,7.4
4324,Bananas ,82,Comedy,1971,7.1
4325,Supercapitalist ,102,Thriller,2012,3.9
4326,Rockaway ,90,Action,2007,4.6
4327,Wings             ,30,Comedy,,7.3
4328,The Lady from Shanghai ,92,Crime,1947,7.7
4329,No Man's Land: The Rise of Reeker ,88,Horror,2008,4.9
4330,Highway ,97,Crime,2002,6.3
4331,Small Apartments ,96,Comedy,2012,6.1
4332,Coffee Town ,87,Comedy,2013,6.6
4333,The Ghastly Love of Johnny X ,106,Comedy,2012,5.7
4334,All Is Bright ,107,Comedy,2013,5.6
4335,The Torture Chamber of Dr. Sadism ,80,Horror,1967,6
4336,Straight A's ,91,Comedy,2013,5.7
4337,A Funny Thing Happened on the Way to the Forum ,99,Comedy,1966,7
4338,Slacker Uprising ,102,Documentary,2007,5.3
4339,The Legend of Hell's Gate: An American Conspiracy ,108,Action,2011,4.4
4340,The Walking Deceased ,88,Comedy,2015,3.4
4341,The Curse of Downers Grove ,89,Drama,2015,4.5
4342,Shark Lake ,92,Thriller,2015,3.4
4343,River's Edge ,99,Crime,1986,7.1
4344,Northfork ,103,Drama,2003,6.4
4345,The Marine 4: Moving Target ,90,Action,2015,5.2
4346,Buried ,95,Drama,2010,7
4347,Submarine ,97,Comedy,2010,7.3
4348,The Square ,108,Documentary,2013,8.1
4349,One to Another ,95,Drama,2006,5.8
4350,Carrie ,100,Drama,2013,5.9
4351,ABCD (Any Body Can Dance) ,160,Drama,2013,6.4
4352,A Nightmare on Elm Street ,101,Horror,1984,7.5
4353,Man on Wire ,90,Biography,2008,7.8
4354,Abandoned ,86,Drama,2015,6.3
4355,Brotherly Love ,89,Drama,2015,7.2
4356,The Last Exorcism ,87,Drama,2010,5.6
4357,Nowhere Boy ,98,Biography,2009,7.2
4358,A Streetcar Named Desire ,125,Drama,1951,8
4359,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,95,Comedy,1964,8.5
4360,El crimen del padre Amaro ,118,Drama,2002,6.8
4361,Beasts of the Southern Wild ,93,Drama,2012,7.3
4362,Battle for the Planet of the Apes ,96,Action,1973,5.5
4363,Songcatcher ,109,Drama,2000,7.3
4364,Higher Ground ,109,Drama,2011,6.3
4365,Vaalu ,155,Comedy,2015,5.1
4366,The Greatest Movie Ever Sold ,90,Comedy,2011,6.6
4367,Ed and His Dead Mother ,93,Comedy,1993,6.1
4368,Travelers and Magicians ,108,Adventure,2003,7.5
4369,Hang 'Em High ,114,Western,1968,7
4370,Deadline - U.S.A. ,87,Crime,1952,7.2
4371,Sublime ,113,Horror,2007,5.3
4372,A Beginner's Guide to Snuff ,87,Comedy,2016,8.7
4373,Independence Daysaster ,90,Action,2013,3.4
4374,Dysfunctional Friends ,111,Comedy,2012,5.4
4375,Run Lola Run ,81,Crime,1998,7.8
4376,May ,93,Drama,2002,6.7
4377,Against the Wild ,90,Adventure,2013,4.7
4378,Living Dark: The Story of Ted the Caver ,112,Horror,2013,6.3
4379,Under the Same Moon ,106,Adventure,2007,7.4
4380,Conquest of the Planet of the Apes ,88,Action,1972,6.1
4381,In the Bedroom ,138,Crime,2001,7.5
4382,I Spit on Your Grave ,105,Horror,2010,6.3
4383,"Happy, Texas ",98,Comedy,1999,6.3
4384,My Summer of Love ,86,Drama,2004,6.8
4385,The Lunchbox ,104,Drama,2013,7.8
4386,Yes ,100,Drama,2004,6.9
4387,You Can't Take It with You ,126,Comedy,1938,8
4388,From Here to Eternity ,118,Drama,1953,7.8
4389,She Wore a Yellow Ribbon ,103,Western,1949,7.4
4390,Grace Unplugged ,102,Drama,2013,6.1
4391,Foolish ,84,Comedy,1999,4.3
4392,N-Secure ,,Crime,2010,3.5
4393,Caramel ,95,Comedy,2007,7.2
4394,Out of the Dark ,92,Horror,2014,4.7
4395,The Bubble ,90,Comedy,2006,7.3
4396,The Conversation ,113,Drama,1974,7.9
4397,Dil Jo Bhi Kahey... ,,Romance,2005,5.1
4398,Mississippi Mermaid ,123,Crime,1969,7.2
4399,I Love Your Work ,111,Drama,2003,5.4
4400,Cabin Fever ,99,Horror,2016,3.7
4401,Dawn of the Dead ,110,Action,2004,7.4
4402,Waitress ,108,Comedy,2007,7.1
4403,Bloodsport ,92,Action,1988,6.8
4404,Mr. Smith Goes to Washington ,120,Comedy,1939,8.2
4405,Kids ,91,Drama,1995,7
4406,The Squid and the Whale ,88,Comedy,2005,7.4
4407,Kissing Jessica Stein ,97,Comedy,2001,6.7
4408,"A Woman, a Gun and a Noodle Shop ",95,Comedy,2009,5.7
4409,Kickboxer: Vengeance ,90,Action,2016,9.1
4410,Spellbound ,95,Film-Noir,1945,7.6
4411,Exotica ,103,Drama,1994,7.2
4412,Buffalo '66 ,110,Comedy,1998,7.5
4413,Insidious ,103,Fantasy,2010,6.8
4414,Repo Man ,92,Comedy,1984,6.9
4415,Nine Queens ,114,Crime,2000,7.9
4416,The Gatekeepers ,101,Documentary,2012,7.6
4417,The Ballad of Jack and Rose ,112,Drama,2005,6.7
4418,The To Do List ,104,Comedy,2013,5.8
4419,Killing Zoe ,99,Crime,1993,6.5
4420,The Believer ,98,Drama,2001,7.2
4421,Snow Angels ,107,Drama,2007,6.9
4422,Unsullied ,93,Action,2014,5.5
4423,Session 9 ,100,Horror,2001,6.5
4424,I Want Someone to Eat Cheese With ,80,Comedy,2006,6.2
4425,Mooz-Lum ,94,Drama,2010,6.7
4426,Hatchet ,93,Comedy,2006,5.7
4427,Modern Times ,87,Comedy,1936,8.6
4428,Stolen Summer ,91,Drama,2002,6.5
4429,My Name Is Bruce ,84,Comedy,2007,6.3
4430,The Salon ,90,Comedy,2005,4.3
4431,Road Hard ,98,Comedy,2015,6.1
4432,Forty Shades of Blue ,108,Drama,2005,6
4433,Amigo ,124,Drama,2010,5.8
4434,Pontypool ,95,Fantasy,2008,6.7
4435,Trucker ,90,Drama,2008,6.7
4436,Me You and Five Bucks ,93,Comedy,2015,7.6
4437,The Lords of Salem ,101,Drama,2012,5.1
4438,Housebound ,107,Comedy,2014,6.8
4439,Wal-Mart: The High Cost of Low Price ,20,Documentary,2005,6.8
4440,Fetching Cody ,87,Drama,2005,6.8
4441,Once Upon a Time in Queens ,98,Comedy,2013,6.3
4442,Closer to the Moon ,112,Comedy,2014,7.1
4443,Mutant World ,82,Sci-Fi,2014,2.8
4444,Growing Up Smith ,102,Comedy,2015,8.2
4445,Checkmate ,97,Action,2015,3.1
4446,Jack Reacher ,130,Action,2012,7
4447,#Horror ,101,Drama,2015,3.3
4448,Wind Walkers ,93,Action,2015,3.6
4449,Snow White and the Seven Dwarfs ,83,Animation,1937,7.7
4450,The Holy Girl ,106,Drama,2004,6.7
4451,Shalako ,113,Western,1968,5.5
4452,Incident at Loch Ness ,94,Adventure,2004,6.6
4453,The Dog Lover ,101,Drama,2016,4.8
4454,Girl House ,99,Horror,2014,5.5
4455,The Blue Room ,76,Crime,2014,6.3
4456,House at the End of the Drive ,91,Horror,2014,6.9
4457,Batman: The Movie ,105,Adventure,1966,6.5
4458,"Lock, Stock and Two Smoking Barrels ",120,Comedy,1998,8.2
4459,The Ballad of Gregorio Cortez ,105,Western,1982,7.1
4460,The Streets of San Francisco             ,120,Action,,7.3
4461,The Celebration ,105,Drama,1998,8.1
4462,Trees Lounge ,95,Comedy,1996,7.2
4463,Journey from the Fall ,135,Drama,2006,7.4
4464,The Basket ,105,Drama,1999,6.5
4465,Eddie: The Sleepwalking Cannibal ,83,Comedy,2012,5.7
4466,Mercury Rising ,111,Action,1998,6.1
4467,Space: Above and Beyond             ,60,Drama,,7.7
4468,Queen of the Mountains ,135,Action,2014,8.7
4469,Def-Con 4 ,88,Action,1985,4.3
4470,The Hebrew Hammer ,87,Comedy,2003,6.2
4471,Neal 'N' Nikki ,97,Comedy,2005,3.3
4472,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,82,Comedy,2010,2.7
4473,Forget Me Not ,103,Horror,2009,5.2
4474,Rebecca ,130,Drama,1940,8.2
4475,Friday the 13th Part 2 ,87,Horror,1981,6.1
4476,The Lost Weekend ,101,Drama,1945,8
4477,C.H.U.D. ,96,Horror,1984,5.5
4478,Filly Brown ,80,Drama,2012,5.7
4479,The Lion of Judah ,87,Animation,2011,3.7
4480,Niagara ,92,Crime,1953,7.1
4481,How Green Was My Valley ,118,Drama,1941,7.8
4482,The Girlfriend Experience             ,27,Drama,,7.3
4483,Da Sweet Blood of Jesus ,123,Comedy,2014,4.1
4484,"Sex, Lies, and Videotape ",100,Drama,1989,7.2
4485,Saw ,103,Horror,2004,7.7
4486,Super Troopers ,100,Comedy,2001,7.1
4487,The Algerian ,99,Action,2014,7.6
4488,The Amazing Catfish ,89,Comedy,2013,7
4489,The Day the Earth Stood Still ,104,Drama,2008,5.5
4490,Monsoon Wedding ,114,Comedy,2001,7.4
4491,You Can Count on Me ,111,Drama,2000,7.7
4492,The Trouble with Harry ,99,Comedy,1955,7.2
4493,Lucky Number Slevin ,110,Crime,2006,7.8
4494,But I'm a Cheerleader ,85,Comedy,1999,6.6
4495,Home Run ,113,Drama,2013,6
4496,Reservoir Dogs ,99,Crime,1992,8.4
4497,The Blue Bird ,83,Drama,1940,6.5
4498,"The Good, the Bad and the Ugly ",142,Western,1966,8.9
4499,The Second Mother ,112,Comedy,2015,7.9
4500,Blue Like Jazz ,108,Comedy,2012,6
4501,Down and Out with the Dolls ,88,Comedy,2001,6.1
4502,"Pink Ribbons, Inc. ",97,Documentary,2011,7.4
4503,Certifiably Jonathan ,85,Comedy,2007,6.2
4504,Q ,103,Drama,2011,5.6
4505,The Knife of Don Juan ,110,Comedy,2013,7.2
4506,Grand Theft Parsons ,88,Adventure,2003,6.1
4507,Extreme Movie ,76,Comedy,2008,3.8
4508,The Charge of the Light Brigade ,100,Action,1936,7.1
4509,Below Zero ,99,Thriller,2011,4.5
4510,Crowsnest ,84,Action,2012,3.8
4511,Airborne ,91,Adventure,1993,6.2
4512,Cotton Comes to Harlem ,97,Action,1970,6.6
4513,The Wicked Within ,84,Horror,2015,4.6
4514,Bleeding Hearts ,100,Horror,2015,4.2
4515,Waiting... ,94,Comedy,2005,6.8
4516,Dead Man's Shoes ,90,Crime,2004,7.7
4517,Wolf Creek             ,,Drama,,7.1
4518,From a Whisper to a Scream ,92,Action,1987,5.9
4519,Sex with Strangers ,105,Documentary,2002,4.7
4520,Dracula: Pages from a Virgin's Diary ,73,Comedy,2002,7
4521,Faith Like Potatoes ,116,Drama,2006,6.9
4522,Beyond the Black Rainbow ,110,Sci-Fi,2010,6.1
4523,The Raid: Redemption ,102,Action,2011,7.6
4524,The Dead Undead ,89,Action,2010,3
4525,The Vatican Exorcisms ,76,Horror,2013,2.6
4526,Casablanca ,82,Drama,1942,8.6
4527,Lake Mungo ,89,Drama,2008,6.1
4528,Rocket Singh: Salesman of the Year ,150,Comedy,2009,7.5
4529,Silent Running ,89,Drama,1972,6.7
